snapshot_date,dataset,location_id,name,provider_id,address_1,address_2,town,county,provider_postcode,organisation_name,brand_name,city,town,district,organisation_postcode,capacity,in-house,nursing_flag,domiciliary_flag,residential_flag,all_care_flag,nursing_client_count,nursing_chc_client_count,nursing_agreement_count,nursing_chc_agreement_count,domiciliary_client_count,domiciliary_chc_client_count,domiciliary_agreement_count,domiciliary_chc_agreement_count,residential_client_count,residential_chc_client_count,residential_agreement_count,residential_chc_agreement_count,all_client_count,all_chc_client_count,all_agreement_count,all_chc_agreement_count,%_of_the_registered_beds_we_buy,occupancy,not_inspected_yet,care_home_service_with_nursing,care_home_service_without_nursing,domiciliary_care_service,children_0-3_years,children_13-18_years,children_4-12_years,dementia,learning_disabilities_or_autistic_spectrum_disorder,mental_health,older_people,people_detained_under_the_mental_health_act,people_who_misuse_drugs_and_alcohol,people_with_an_eating_disorder,physical_disability,sensory_impairment,whole_population,younger_adults,standards_respecting,standards_respecting_levelofconcern,standards_respecting_compliant,standards_consent_to_care,standards_consent_to_care_levelofconcern,standards_consent_to_care_compliant,standards_fees,standards_fees_levelofconcern,standards_fees_compliant,standards_care_and_welfare,standards_care_and_welfare_levelofconcern,standards_care_and_welfare_compliant,standards_nutrition,standards_nutrition_levelofconcern,standards_nutrition_compliant,standards_cooperating,standards_cooporating_levelofconcern,standards_cooperating_compliant,standards_safeguarding,standards_safeguarding_levelofconcern,standards_safeguarding_compliant,standards_cleanliness,standards_cleanliness_levelofconcern,standards_cleanliness_compliant,standards_medicine,standards_medicines_levelofconcern,standards_medicines_compliant,standards_safety_premises,standards_safety_premises_levelofconcern,standards_safety_premises_compliant,standards_safety_equipment,standards_safety_equipment_levelofconcern,standards_safety_equipment_compliant,standards_requirments_workers,standards_requirments_workers_levelofconcern,standards_requirments_workers_compliant,standards_staffing,standards_staffing_levelofconcern,standards_staffing_compliant,standards_supporting_staff,standards_supporting_staff_levelofconcern,standards_supporting_staff_compliant,standards_quality_monitoring,standards_quality_monitoring_levelofconcern,standards_quality_monitoring_compliant,standards_complaints,standards_compliants_levelofconcern,standards_complaints_compliant,standards_other_incidents,standards_other_incidents_levelofconcern,standards_other_incidents_compliant,standards_records,standards_records_levelofconcern,standards_records_compliant,standards_managers,standards_managers_levelofconcern,standards_managers_compliant,standards_notifications,standards_notifications_levelofconcern,standards_notifications_compliant,major_concern,moderate_concern,minor_concern,location_compliance_status,meets_dcc_quality_threshhold,care_home_res_or_nurs,on_home_vacancies_list,new_style_cqc_report
01/02/2015,19,1-114980576,Pottles Court,1-101617476,Days Pottles Lane,,Exminster,Devon,EX6 8DG,Classic Care Homes (Devon) Limited,,Teignmouth,Teignbridge,Southern,TQ14 8JD,16,N,N,N,Y,Y,0,0,0,0,0,0,0,0,10,5,12,2,10,5,12,2,0,0,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Respecting and involving people who use services,Compliant,Compliant,Consent to care and treatment,Compliant,Compliant,Fees,,,Care and welfare of people who use services,Compliant,Compliant,Meeting nutritional needs,,,Cooperating with other providers,,,Safeguarding people who use services from abuse,Compliant,Compliant,Cleanliness and infection control,,,Management of medicines,Compliant,Compliant,Safety and suitability of premises,Compliant,Compliant,"Safety, availability and suitability of equipment",,,Requirements relating to workers,,,Staffing,Compliant,Compliant,Supporting workers,Compliant,Compliant,Assessing and monitoring the quality of service provision,Compliant,Compliant,Complaints,,,Notification of other incidents,,,Records,Compliant,Compliant,Requirements relating to registered managers,,,Notifications – notice of changes,,,0,0,0,Compliant,Yes,Y,0,0
01/02/2015,19,1-114990123,Summercourt,1-101617476,Shute Hill,,Teignmouth,Devon,TQ14 8JD,Classic Care Homes (Devon) Limited,,Teignmouth,Teignbridge,Southern,TQ14 8JD,20,N,N,N,Y,Y,0,0,0,0,0,0,0,0,9,0,13,0,9,0,13,0,0,0,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Respecting and involving people who use services,Compliant,Compliant,Consent to care and treatment,Compliant,Compliant,Fees,,,Care and welfare of people who use services,Compliant,Compliant,Meeting nutritional needs,,,Cooperating with other providers,,,Safeguarding people who use services from abuse,Compliant,Compliant,Cleanliness and infection control,,,Management of medicines,Non Compliant Minor Impact,Non Compliant,Safety and suitability of premises,,,"Safety, availability and suitability of equipment",,,Requirements relating to workers,,,Staffing,Compliant,Compliant,Supporting workers,Compliant,Compliant,Assessing and monitoring the quality of service provision,Compliant,Compliant,Complaints,,,Notification of other incidents,,,Records,Non Compliant Moderate Impact,Non Compliant,Requirements relating to registered managers,,,Notifications – notice of changes,,,0,1,1,Non Compliant,No,Y,0,0
01/02/2015,19,1-115087699,Meadowside Residential Home,1-101627645,35 Plymouth Road,,Tavistock,Devon,PL19 8BS,Mr and Mrs R A and A E Hine,,Tavistock,West Devon,Southern,PL19 8BS,11,N,N,N,Y,Y,0,0,0,0,0,0,0,0,7,0,7,0,7,0,7,0,0,0,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,Respecting and involving people who use services,Compliant,Compliant,Consent to care and treatment,Compliant,Compliant,Fees,,,Care and welfare of people who use services,Compliant,Compliant,Meeting nutritional needs,,,Cooperating with other providers,,,Safeguarding people who use services from abuse,Compliant,Compliant,Cleanliness and infection control,,,Management of medicines,Compliant,Compliant,Safety and suitability of premises,,,"Safety, availability and suitability of equipment",,,Requirements relating to workers,,,Staffing,Compliant,Compliant,Supporting workers,Compliant,Compliant,Assessing and monitoring the quality of service provision,Compliant,Compliant,Complaints,,,Notification of other incidents,,,Records,Compliant,Compliant,Requirements relating to registered managers,,,Notifications – notice of changes,,,0,0,0,Compliant,Yes,Y,0,0
01/02/2015,19,1-115185269,Hyne Town House,1-101706589,Totnes Road,Strete,Dartmouth,Devon,TQ6 0RU,Stephen Anthony & Yvonne Margaret Mould,,Dartmouth,South Hams,Southern,TQ6 0RU,45,N,N,N,Y,Y,0,0,0,0,0,0,0,0,5,5,6,2,5,5,6,2,0,0,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,Respecting and involving people who use services,Compliant,Compliant,Consent to care and treatment,Compliant,Compliant,Fees,,,Care and welfare of people who use services,Compliant,Compliant,Meeting nutritional needs,,,Cooperating with other providers,,,Safeguarding people who use services from abuse,Compliant,Compliant,Cleanliness and infection control,,,Management of medicines,Compliant,Compliant,Safety and suitability of premises,Compliant,Compliant,"Safety, availability and suitability of equipment",,,Requirements relating to workers,Compliant,Compliant,Staffing,Compliant,Compliant,Supporting workers,Compliant,Compliant,Assessing and monitoring the quality of service provision,Compliant,Compliant,Complaints,,,Notification of other incidents,,,Records,Compliant,Compliant,Requirements relating to registered managers,,,Notifications – notice of changes,,,0,0,0,Compliant,Yes,Y,0,0
01/02/2015,19,1-115192075,Oak House,1-101654567,54 St Leonards Road,,Exeter,Devon,EX2 4LS,Oak House (Exeter) Limited,,Exeter,Exeter,Eastern,EX2 4LS,11,N,Y,N,Y,Y,1,5,1,1,0,0,0,0,5,0,3,0,5,5,4,1,0,0,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Respecting and involving people who use services,Compliant,Compliant,Consent to care and treatment,Compliant,Compliant,Fees,,,Care and welfare of people who use services,Compliant,Compliant,Meeting nutritional needs,Compliant,Compliant,Cooperating with other providers,Compliant,Compliant,Safeguarding people who use services from abuse,Compliant,Compliant,Cleanliness and infection control,,,Management of medicines,,,Safety and suitability of premises,Compliant,Compliant,"Safety, availability and suitability of equipment",,,Requirements relating to workers,Compliant,Compliant,Staffing,,,Supporting workers,Compliant,Compliant,Assessing and monitoring the quality of service provision,Compliant,Compliant,Complaints,,,Notification of other incidents,Not Applicable,Compliant,Records,Compliant,Compliant,Requirements relating to registered managers,,,Notifications – notice of changes,,,0,0,0,Compliant,Yes,Y,0,0
01/02/2015,19,1-115284698,Pinehurst Residential Home,1-101682109,1-2 Haldon Terrace,,Dawlish,Devon,EX7 9LN,Pinehurst Partners Limited,,Dawlish,Teignbridge,Southern,EX7 9LN,20,N,N,N,Y,Y,0,0,0,0,0,0,0,0,10,0,12,0,10,0,12,0,0,0,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,Respecting and involving people who use services,Compliant,Compliant,Consent to care and treatment,,,Fees,,,Care and welfare of people who use services,Compliant,Compliant,Meeting nutritional needs,,,Cooperating with other providers,,,Safeguarding people who use services from abuse,Compliant,Compliant,Cleanliness and infection control,,,Management of medicines,Compliant,Compliant,Safety and suitability of premises,,,"Safety, availability and suitability of equipment",,,Requirements relating to workers,,,Staffing,Compliant,Compliant,Supporting workers,Compliant,Compliant,Assessing and monitoring the quality of service provision,Compliant,Compliant,Complaints,Compliant,Compliant,Notification of other incidents,,,Records,,,Requirements relating to registered managers,,,Notifications – notice of changes,,,0,0,0,Compliant,Yes,Y,0,0
01/02/2015,19,1-115319620,Strand House Residential Care Home,1-101706948,The Strand,Starcross,Exeter,Devon,EX6 8PA,Mr & Mrs P E Pigott,,Exeter,Teignbridge,Southern,EX6 8PA,8,N,N,N,Y,Y,0,0,0,0,0,0,0,0,5,0,1,0,5,0,1,0,0,0,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Respecting and involving people who use services,Compliant,Compliant,Consent to care and treatment,Compliant,Compliant,Fees,,,Care and welfare of people who use services,Compliant,Compliant,Meeting nutritional needs,Minor Concern,Compliant,Cooperating with other providers,Compliance,Compliant,Safeguarding people who use services from abuse,Compliant,Compliant,Cleanliness and infection control,Minor Concern,Compliant,Management of medicines,Compliant,Compliant,Safety and suitability of premises,Compliant,Compliant,"Safety, availability and suitability of equipment",Compliance,Compliant,Requirements relating to workers,Compliant,Compliant,Staffing,Compliance,Compliant,Supporting workers,Compliant,Compliant,Assessing and monitoring the quality of service provision,Compliant,Compliant,Complaints,Compliant,Compliant,Notification of other incidents,,,Records,Compliant,Compliant,Requirements relating to registered managers,,,Notifications – notice of changes,,,0,0,0,Compliant,Yes,Y,0,0
01/02/2015,19,1-115345682,Lawrence House Residential Care Home,1-101627627,Lawrence House,Landkey Road,Barnstaple,Devon,EX32 9BW,Linda Harvey,,Barnstaple,North Devon,Northern,EX32 9BW,12,N,N,N,Y,Y,0,0,0,0,0,0,0,0,9,0,10,0,9,0,10,0,0,0,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Respecting and involving people who use services,Compliant,Compliant,Consent to care and treatment,Compliant,Compliant,Fees,,,Care and welfare of people who use services,Compliant,Compliant,Meeting nutritional needs,Compliance,Compliant,Cooperating with other providers,Compliance,Compliant,Safeguarding people who use services from abuse,Compliant,Compliant,Cleanliness and infection control,Compliance,Compliant,Management of medicines,Compliant,Compliant,Safety and suitability of premises,Compliant,Compliant,"Safety, availability and suitability of equipment",Compliance,Compliant,Requirements relating to workers,Compliant,Compliant,Staffing,Compliant,Compliant,Supporting workers,Compliance,Compliant,Assessing and monitoring the quality of service provision,Compliant,Compliant,Complaints,Compliant,Compliant,Notification of other incidents,,,Records,Compliant,Compliant,Requirements relating to registered managers,,,Notifications – notice of changes,,,0,0,0,Compliant,Yes,Y,0,0
01/02/2015,19,1-115442706,Carers Direct (SW) Limited - Ferndale,1-101719924,Ferndale,Kingston,Kingsbridge,Devon,TQ7 4PU,Carers Direct (SW) Limited,,Kingsbridge,South Hams,Southern,TQ7 4PU,0,N,N,Y,N,Y,0,0,0,0,9,0,9,0,0,0,0,0,9,0,9,0,0,0,N,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,Y,Y,N,N,Respecting and involving people who use services,Compliant,Compliant,Consent to care and treatment,Compliant,Compliant,Fees,,,Care and welfare of people who use services,Compliant,Compliant,Meeting nutritional needs,,,Cooperating with other providers,,,Safeguarding people who use services from abuse,Compliant,Compliant,Cleanliness and infection control,Compliant,Compliant,Management of medicines,Compliant,Compliant,Safety and suitability of premises,,,"Safety, availability and suitability of equipment",,,Requirements relating to workers,Compliant,Compliant,Staffing,,,Supporting workers,Compliant,Compliant,Assessing and monitoring the quality of service provision,Non Compliant Minor Impact,Non Compliant,Complaints,,,Notification of other incidents,,,Records,Non Compliant Minor Impact,Non Compliant,Requirements relating to registered managers,,,Notifications – notice of changes,,,0,0,2,Non Compliant,Yes,N,1,0
01/02/2015,19,1-115480501,Phoenix Care At Home Limited,1-101688283,"Unit B, Chivenor Business Park",Chivenor,Barnstaple,Devon,EX31 4AY,Phoenix Care at Home Limited,,Barnstaple,North Devon,Northern,EX31 4AY,0,N,N,Y,N,Y,0,0,0,0,1,5,1,1,0,0,0,0,5,5,1,1,0,0,N,N,N,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Respecting and involving people who use services,Compliant,Compliant,Consent to care and treatment,Compliant,Compliant,Fees,,,Care and welfare of people who use services,Compliant,Compliant,Meeting nutritional needs,,,Cooperating with other providers,,,Safeguarding people who use services from abuse,Compliant,Compliant,Cleanliness and infection control,,,Management of medicines,Compliant,Compliant,Safety and suitability of premises,,,"Safety, availability and suitability of equipment",,,Requirements relating to workers,Compliant,Compliant,Staffing,,,Supporting workers,Compliant,Compliant,Assessing and monitoring the quality of service provision,Compliant,Compliant,Complaints,Compliant,Compliant,Notification of other incidents,,,Records,,,Requirements relating to registered managers,,,Notifications – notice of changes,,,0,0,0,Compliant,Yes,N,1,0
01/02/2015,19,1-115717918,West View,1-101688435,72 Broad Park Road,Bere Alston,Yelverton,Devon,PL20 7DU,Bere Peninsula Care Limited,,Yelverton,West Devon,Southern,PL20 7DU,28,N,N,Y,Y,Y,0,0,0,0,3,0,3,0,14,0,25,0,17,0,28,0,0,0,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,Y,Y,N,Y,Respecting and involving people who use services,Compliance,Compliant,Consent to care and treatment,Compliant,Compliant,Fees,,,Care and welfare of people who use services,Compliant,Compliant,Meeting nutritional needs,,,Cooperating with other providers,,,Safeguarding people who use services from abuse,Compliance,Compliant,Cleanliness and infection control,Compliant,Compliant,Management of medicines,Compliant,Compliant,Safety and suitability of premises,Compliant,Compliant,"Safety, availability and suitability of equipment",,,Requirements relating to workers,,,Staffing,Compliant,Compliant,Supporting workers,Compliant,Compliant,Assessing and monitoring the quality of service provision,Compliant,Compliant,Complaints,Compliant,Compliant,Notification of other incidents,,,Records,,,Requirements relating to registered managers,,,Notifications – notice of changes,,,0,0,0,Compliant,Yes,Y,0,0
01/02/2015,19,1-115817390,Teignbridge House Care Home Limited,1-101627753,2 Torquay Road,Shaldon,Teignmouth,Devon,TQ14 0AX,Teignbridge House Limited,,Teignmouth,Teignbridge,Southern,TQ14 0AX,24,N,N,N,Y,Y,0,0,0,0,0,0,0,0,9,5,11,1,9,5,11,1,0,0,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Respecting and involving people who use services,Compliant,Compliant,Consent to care and treatment,,,Fees,,,Care and welfare of people who use services,Compliant,Compliant,Meeting nutritional needs,Compliant,Compliant,Cooperating with other providers,,,Safeguarding people who use services from abuse,Compliant,Compliant,Cleanliness and infection control,,,Management of medicines,Compliant,Compliant,Safety and suitability of premises,,,"Safety, availability and suitability of equipment",,,Requirements relating to workers,Compliant,Compliant,Staffing,Compliant,Compliant,Supporting workers,Compliant,Compliant,Assessing and monitoring the quality of service provision,Compliant,Compliant,Complaints,,,Notification of other incidents,,,Records,Compliant,Compliant,Requirements relating to registered managers,,,Notifications – notice of changes,,,0,0,0,Compliant,Yes,Y,0,0
01/02/2015,19,1-115908839,Park Lane Care Home,1-101645234,45 Park Lane,Newport,Barnstaple,Devon,EX32 9AL,Waterfall Nursing Homes Limited,,Barnstaple,North Devon,Northern,EX32 9AL,40,N,Y,N,Y,Y,25,9,45,9,0,0,0,0,5,0,6,0,28,9,51,9,0,0,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,Y,Respecting and involving people who use services,,,Consent to care and treatment,Non Compliant Moderate Impact,Non Compliant,Fees,,,Care and welfare of people who use services,Non Compliant Moderate Impact,Non Compliant,Meeting nutritional needs,Compliant,Compliant,Cooperating with other providers,,,Safeguarding people who use services from abuse,Non Compliant Moderate Impact,Non Compliant,Cleanliness and infection control,,,Management of medicines,Non Compliant Moderate Impact,Non Compliant,Safety and suitability of premises,,,"Safety, availability and suitability of equipment",,,Requirements relating to workers,Non Compliant Minor Impact,Non Compliant,Staffing,Compliant,Compliant,Supporting workers,Non Compliant Moderate Impact,Non Compliant,Assessing and monitoring the quality of service provision,Non Compliant Moderate Impact,Non Compliant,Complaints,,,Notification of other incidents,,,Records,Non Compliant Moderate Impact,Non Compliant,Requirements relating to registered managers,,,Notifications – notice of changes,,,0,7,1,Non Compliant,No,Y,0,0
01/02/2015,19,1-116024901,Coombes Wood House,1-101627510,Coombesend Road East,Kingsteignton,Newton Abbot,Devon,TQ12 3DZ,Mr & Mrs L S P Cook,,Newton Abbot,Teignbridge,Southern,TQ12 3DZ,36,N,N,N,Y,Y,0,0,0,0,0,0,0,0,17,0,24,0,17,0,24,0,0,0,N,N,Y,N,N,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Respecting and involving people who use services,Compliant,Compliant,Consent to care and treatment,Compliant,Compliant,Fees,,,Care and welfare of people who use services,Compliant,Compliant,Meeting nutritional needs,Compliant,Compliant,Cooperating with other providers,,,Safeguarding people who use services from abuse,Compliant,Compliant,Cleanliness and infection control,Compliant,Compliant,Management of medicines,Compliant,Compliant,Safety and suitability of premises,,,"Safety, availability and suitability of equipment",,,Requirements relating to workers,Compliance,Compliant,Staffing,,,Supporting workers,Compliant,Compliant,Assessing and monitoring the quality of service provision,Compliant,Compliant,Complaints,Compliant,Compliant,Notification of other incidents,,,Records,,,Requirements relating to registered managers,,,Notifications – notice of changes,,,0,0,0,Compliant,Yes,Y,0,0
01/02/2015,19,1-116386013,The Dales Nursing Home,1-130108268,19-20 Howell Road,,Exeter,Devon,EX4 4LG,Chartbeech Limited,,Newton Abbot,Exeter,Eastern,TQ12 2LG,31,N,Y,N,N,Y,28,12,44,12,0,0,0,0,0,0,0,0,28,12,44,12,0,0,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,Respecting and involving people who use services,Compliant,Compliant,Consent to care and treatment,Compliant,Compliant,Fees,,,Care and welfare of people who use services,Compliant,Compliant,Meeting nutritional needs,,,Cooperating with other providers,,,Safeguarding people who use services from abuse,Compliant,Compliant,Cleanliness and infection control,Compliant,Compliant,Management of medicines,,,Safety and suitability of premises,Compliant,Compliant,"Safety, availability and suitability of equipment",Compliant,Compliant,Requirements relating to workers,,,Staffing,,,Supporting workers,Compliant,Compliant,Assessing and monitoring the quality of service provision,Compliant,Compliant,Complaints,,,Notification of other incidents,,,Records,Compliant,Compliant,Requirements relating to registered managers,,,Notifications – notice of changes,,,0,0,0,Compliant,Yes,Y,0,0
01/02/2015,19,1-116405205,Landscore House,1-101627618,3 Landscore Road,,Teignmouth,Devon,TQ14 9JU,Mr & Mrs N & P Webb,,Teignmouth,Teignbridge,Southern,TQ14 9JU,14,N,N,N,Y,Y,0,0,0,0,0,0,0,0,8,0,10,0,8,0,10,0,0,0,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Respecting and involving people who use services,Compliant,Compliant,Consent to care and treatment,Compliant,Compliant,Fees,,,Care and welfare of people who use services,Compliant,Compliant,Meeting nutritional needs,Compliant,Compliant,Cooperating with other providers,,,Safeguarding people who use services from abuse,Compliant,Compliant,Cleanliness and infection control,,,Management of medicines,,,Safety and suitability of premises,,,"Safety, availability and suitability of equipment",,,Requirements relating to workers,Compliant,Compliant,Staffing,Compliant,Compliant,Supporting workers,,,Assessing and monitoring the quality of service provision,Compliant,Compliant,Complaints,,,Notification of other incidents,,,Records,Compliant,Compliant,Requirements relating to registered managers,,,Notifications – notice of changes,,,0,0,0,Compliant,Yes,Y,0,0
01/02/2015,19,1-116420639,Arliemoor Care Home,1-101706409,Halsdon Cross,,Holsworthy,Devon,EX22 6NX,Mrs Jackie Rowe,,Holsworthy,Torridge,Northern,EX22 6NX,10,N,N,N,Y,Y,0,0,0,0,0,0,0,0,5,0,8,0,5,0,8,0,0,0,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Respecting and involving people who use services,Compliant,Compliant,Consent to care and treatment,,,Fees,,,Care and welfare of people who use services,Compliant,Compliant,Meeting nutritional needs,,,Cooperating with other providers,,,Safeguarding people who use services from abuse,Compliance,Compliant,Cleanliness and infection control,,,Management of medicines,Compliant,Compliant,Safety and suitability of premises,,,"Safety, availability and suitability of equipment",,,Requirements relating to workers,Compliant,Compliant,Staffing,Compliant,Compliant,Supporting workers,Compliant,Compliant,Assessing and monitoring the quality of service provision,Compliance,Compliant,Complaints,Compliant,Compliant,Notification of other incidents,,,Records,Compliant,Compliant,Requirements relating to registered managers,,,Notifications – notice of changes,,,0,0,0,Compliant,Yes,Y,0,0
01/02/2015,19,1-116505955,Briarcroft Care Home,1-101623235,Briarcroft,Dawlish Road,Teignmouth,Devon,TQ14 8TG,Mr & Mrs J Walsh,,Teignmouth,Teignbridge,Southern,TQ14 8TG,20,N,N,N,Y,Y,0,0,0,0,0,0,0,0,10,0,18,0,10,0,18,0,0,0,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,Respecting and involving people who use services,Compliant,Compliant,Consent to care and treatment,,,Fees,,,Care and welfare of people who use services,Compliant,Compliant,Meeting nutritional needs,,,Cooperating with other providers,,,Safeguarding people who use services from abuse,Compliant,Compliant,Cleanliness and infection control,,,Management of medicines,Compliant,Compliant,Safety and suitability of premises,,,"Safety, availability and suitability of equipment",,,Requirements relating to workers,Compliant,Compliant,Staffing,,,Supporting workers,Compliant,Compliant,Assessing and monitoring the quality of service provision,Compliant,Compliant,Complaints,,,Notification of other incidents,,,Records,Non Compliant Minor Impact,Non Compliant,Requirements relating to registered managers,,,Notifications – notice of changes,,,0,0,1,Non Compliant,Yes,Y,0,0
01/02/2015,19,1-116718358,Le Chalet,1-101681796,Bickington Road,,Barnstaple,Devon,EX31 2DB,Vijay Enterprises Limited,,Penzance,North Devon,Northern,TR20 8JQ,12,N,N,N,Y,Y,0,0,0,0,0,0,0,0,6,0,9,0,6,0,9,0,0,0,N,N,Y,N,N,N,N,Y,N,Y,Y,N,N,N,Y,Y,N,N,Respecting and involving people who use services,Compliant,Compliant,Consent to care and treatment,Compliant,Compliant,Fees,,,Care and welfare of people who use services,Compliant,Compliant,Meeting nutritional needs,Compliant,Compliant,Cooperating with other providers,,,Safeguarding people who use services from abuse,Compliant,Compliant,Cleanliness and infection control,,,Management of medicines,Compliant,Compliant,Safety and suitability of premises,,,"Safety, availability and suitability of equipment",,,Requirements relating to workers,Compliance,Compliant,Staffing,,,Supporting workers,Compliant,Compliant,Assessing and monitoring the quality of service provision,Compliant,Compliant,Complaints,,,Notification of other incidents,,,Records,Compliant,Compliant,Requirements relating to registered managers,,,Notifications – notice of changes,,,0,0,0,Compliant,Yes,Y,0,0
01/02/2015,19,1-116774008,Crelake House Residential Care Home,1-101617359,Crelake House,4 Whitchurch Road,Tavistock,Devon,PL19 9BB,Crelake Care Limited,,Tavistock,West Devon,Southern,PL19 9BB,27,N,N,N,Y,Y,0,0,0,0,0,0,0,0,11,0,11,0,11,0,11,0,0,0,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N,N,Respecting and involving people who use services,Compliant,Compliant,Consent to care and treatment,Compliant,Compliant,Fees,,,Care and welfare of people who use services,Compliant,Compliant,Meeting nutritional needs,Compliance,Compliant,Cooperating with other providers,Compliance,Compliant,Safeguarding people who use services from abuse,Compliant,Compliant,Cleanliness and infection control,Compliance,Compliant,Management of medicines,Compliant,Compliant,Safety and suitability of premises,Compliant,Compliant,"Safety, availability and suitability of equipment",Compliant,Compliant,Requirements relating to workers,Compliant,Compliant,Staffing,Compliant,Compliant,Supporting workers,Compliant,Compliant,Assessing and monitoring the quality of service provision,Compliant,Compliant,Complaints,Compliance,Compliant,Notification of other incidents,,,Records,Compliant,Compliant,Requirements relating to registered managers,,,Notifications – notice of changes,,,0,0,0,Compliant,Yes,Y,0,0
01/02/2015,19,1-116978989,Kingsacre Care Home,1-101632793,Ermington,,Ivybridge,Devon,PL21 0LQ,M Leaves,,Ivybridge,South Hams,Southern,PL21 0LQ,34,N,Y,N,Y,Y,12,5,15,5,0,0,0,0,10,0,11,0,22,5,26,5,0,0,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Respecting and involving people who use services,Compliant,Compliant,Consent to care and treatment,Compliant,Compliant,Fees,,,Care and welfare of people who use services,Compliant,Compliant,Meeting nutritional needs,,,Cooperating with other providers,,,Safeguarding people who use services from abuse,Compliant,Compliant,Cleanliness and infection control,,,Management of medicines,Compliant,Compliant,Safety and suitability of premises,Compliant,Compliant,"Safety, availability and suitability of equipment",,,Requirements relating to workers,,,Staffing,Compliant,Compliant,Supporting workers,Compliant,Compliant,Assessing and monitoring the quality of service provision,Compliant,Compliant,Complaints,,,Notification of other incidents,,,Records,,,Requirements relating to registered managers,,,Notifications – notice of changes,,,0,0,0,Compliant,Yes,Y,0,0
01/02/2015,19,1-117017149,Tracey House,1-101627762,Tracey House,"Haytor Road, Bovey Tracey",Newton Abbot,Devon,TQ13 9LE,Tracey House,,Newton Abbot,Teignbridge,Southern,TQ13 9LE,24,N,N,N,Y,Y,0,0,0,0,0,0,0,0,5,0,2,0,5,0,2,0,0,0,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Respecting and involving people who use services,Compliant,Compliant,Consent to care and treatment,Compliant,Compliant,Fees,,,Care and welfare of people who use services,Compliant,Compliant,Meeting nutritional needs,,,Cooperating with other providers,,,Safeguarding people who use services from abuse,Compliant,Compliant,Cleanliness and infection control,,,Management of medicines,Compliant,Compliant,Safety and suitability of premises,,,"Safety, availability and suitability of equipment",,,Requirements relating to workers,Compliant,Compliant,Staffing,,,Supporting workers,Compliant,Compliant,Assessing and monitoring the quality of service provision,Compliant,Compliant,Complaints,Compliant,Compliant,Notification of other incidents,,,Records,,,Requirements relating to registered managers,,,Notifications – notice of changes,,,0,0,0,Compliant,Yes,Y,0,0
01/02/2015,19,1-117065128,St Benets Court,1-101716743,St Benets Court,32 College Road,Newton Abbot,Devon,TQ12 1EQ,Mrs Nicola Rogers & Mr Guy Rogers,,Newton Abbot,Teignbridge,Southern,TQ12 1EQ,32,N,N,N,Y,Y,0,0,0,0,0,0,0,0,16,5,20,1,16,5,20,1,0,0,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Respecting and involving people who use services,Compliant,Compliant,Consent to care and treatment,Compliant,Compliant,Fees,,,Care and welfare of people who use services,Compliant,Compliant,Meeting nutritional needs,Compliant,Compliant,Cooperating with other providers,,,Safeguarding people who use services from abuse,Compliant,Compliant,Cleanliness and infection control,,,Management of medicines,,,Safety and suitability of premises,Compliant,Compliant,"Safety, availability and suitability of equipment",,,Requirements relating to workers,,,Staffing,Compliant,Compliant,Supporting workers,Compliant,Compliant,Assessing and monitoring the quality of service provision,Compliant,Compliant,Complaints,,,Notification of other incidents,,,Records,,,Requirements relating to registered managers,,,Notifications – notice of changes,,,0,0,0,Compliant,Yes,Y,0,0
